	Unnamed: 0	chrom	start	end	name	housekeeping	marker Tonsil	ragi
9376	14814	chr4	87422573	87422573	NUDT9	True	False	0.12023201542605967
9377	14815	chr8	100303259	100303259	RNF19A	True	False	0.0671575649486443
9378	14819	chr5	134004842	134004842	VDAC1	True	False	0.10892076766545886
9379	14820	chr1	26169942	26169942	ZNF593	True	False	0.28777516429057465
9392	14839	chr5	115626036	115626036	TMED7	True	False	0.08755978708885101
9393	14841	chr8	60516987	60516987	RAB2A	True	False	0.22714544434520537
9403	14855	chr12	30695869	30695869	IPO8	True	False	0.13330031713930013
9422	14890	chr2	61471087	61471087	USP34	True	False	0.11789874361219395
9445	14930	chr6	125279414	125279414	HDDC2	True	False	0.44884801101047256
9493	15009	chrX	154398372	154398372	RPL10	True	False	0.09391798124855712
9549	15125	chrX	53422728	53422728	SMC1A	True	False	0.11425135383366183
9556	15134	chr10	123154402	123154402	BUB3	True	False	0.13339533689565367
9565	15146	chr17	48911179	48911179	UBE2Z	True	False	0.18188156098695055
9567	15149	chr18	10539124	10539124	NAPG	True	False	0.7190254237853707
9568	15154	chr3	38165537	38165537	OXSR1	True	False	0.12183847086425059
9604	15210	chr17	42798690	42798690	COA3	True	False	0.7049358368318818
9640	15271	chr11	67119263	67119263	KDM2A	True	False	0.07130874113129765
9744	15440	chr2	68157888	68157888	PNO1	True	False	0.194626769710651
9753	15452	chr3	50328223	50328223	TUSC2	True	False	0.06021885243684383
9790	15512	chr11	108008898	108008898	CUL5	True	False	0.1803021845145688
9809	15539	chrX	71283610	71283610	NONO	True	False	0.09056891599763461
9825	15560	chr1	6199563	6199563	RPL22	True	False	0.21538277982280582
9861	15617	chr3	52679714	52679714	PBRM1	True	False	0.14729098744050514
9885	15665	chr7	883543	883543	GET4	True	False	0.25617803863608446
9926	15742	chr20	2840745	2840745	VPS16	True	False	0.18331784214996924
9967	15814	chr18	3247813	3247813	MYL12A	True	False	0.1505034832761858
9981	15838	chr7	6059175	6059175	EIF2AK1	True	False	0.20518175449102846
9983	15841	chr5	168579368	168579368	PANK3	True	False	0.08555295654806684
9993	15857	chr18	3262417	3262417	MYL12B	True	False	0.11453979016753969
10003	15872	chr1	38859772	38859772	RRAGC	True	False	0.13507374134676756
10030	15906	chr4	7043372	7043372	TADA2B	True	False	0.10718842604607241
10048	15939	chr1	17439677	17439677	RCC2	True	False	0.15023276765106736
10054	15949	chr9	35732598	35732598	CREB3	True	False	0.11764112148699325
10066	15964	chr9	35749218	35749218	GBA2	True	False	0.1917557686593379
10080	15991	chr1	35641526	35641526	PSMB2	True	False	0.1607463838254377
10100	16028	chr9	35749287	35749287	RGP1	True	False	0.1917051091722715
10106	16034	chr3	47781893	47781893	SMARCC1	True	False	0.0725586213802673
10118	16058	chr20	36306339	36306339	DLGAP4	True	False	0.7268066455872192
10120	16062	chr9	35815352	35815352	HINT2	True	False	0.189936088370629
10124	16074	chr1	46303707	46303707	UQCRH	True	False	0.08880449706785978
10134	16092	chr3	33114014	33114014	CRTAP	True	False	0.16992391155249606
10139	16101	chr1	36224443	36224443	THRAP3	True	False	0.1159948757940926
10164	16137	chr22	29767369	29767369	UQCR10	True	False	0.16148759425558037
10195	16189	chr16	234521	234521	FAM234A	True	False	0.1893230455832824
10197	16192	chr5	132963634	132963634	AFF4	True	False	0.0990239244498503
10198	16193	chr2	84971161	84971161	KCMF1	True	False	0.08534020043648845
10238	16246	chr17	51260546	51260546	UTP18	True	False	0.1368417572534759
10258	16276	chr2	84905656	84905656	TMSB10	True	False	0.05962098833342513
10291	16325	chr8	70607778	70607778	TRAM1	True	False	0.28780257869825265
10335	16406	chr9	137551879	137551879	MRPL41	True	False	0.20629227928996544
10377	16469	chr9	137590512	137590512	ZMYND19	True	False	0.22469446529608483
10379	16473	chr11	106091467	106091467	AASDHPPT	True	False	0.553677034763435
10400	16507	chr12	27022558	27022558	MED21	True	False	0.1467306669189273
10462	16615	chr11	77637794	77637794	CLNS1A	True	False	0.18432988873830997
10476	16635	chr4	83034447	83034447	COPS4	True	False	0.21395978892050044
10478	16639	chr9	121201869	121201869	RAB14	True	False	0.10779243902115111
10555	16737	chr9	101533853	101533853	RNF20	True	False	0.11788558312141031
10723	16966	chr9	26947242	26947242	PLAA	True	False	0.09920757549070065
10741	17000	chr4	103099834	103099834	BDH2	True	False	0.3530929371594479
10753	17022	chr16	2155782	2155782	TRAF7	True	False	0.0823029212272672
10761	17032	chr10	102432574	102432574	CUEDC2	True	False	0.24953357333994292
10772	17046	chr1	37570893	37570893	GNL2	True	False	0.4662975662780257
10782	17062	chr8	143018528	143018528	LY6E	True	False	0.16095721250142075
10786	17069	chr10	102483680	102483680	ACTR1A	True	False	0.28639300499022585
10834	17137	chr2	101252886	101252886	CNOT11	True	False	0.18260758284313822
10845	17165	chr12	57846729	57846729	CTDSP2	True	False	0.12657624043588886
10895	17243	chr3	57693077	57693077	DENND6A	True	False	0.06570236981129914
10922	17285	chr2	105038069	105038069	MRPS9	True	False	0.249904117091745
10930	17302	chr22	23894450	23894450	MIF	True	False	0.07345486033112308
10945	17329	chr7	5190233	5190233	WIPI2	True	False	0.19165452941878194
10972	17369	chr2	30146941	30146941	YPEL5	True	False	0.1687709117294136
11039	17466	chr16	2228393	2228393	E4F1	True	False	0.22246854367203325
11050	17480	chr22	38681957	38681957	TOMM22	True	False	0.3877742201260357
11121	17574	chr2	101002691	101002691	RPL31	True	False	0.35674956532963314
11124	17577	chr1	34859749	34859749	SMIM12	True	False	0.24653400464145087
11126	17580	chr19	40804073	40804073	EGLN2	True	False	0.19287477997240443
11140	17606	chr5	179732822	179732822	MAML1	True	False	0.14612005199448838
11166	17655	chr7	10940153	10940153	NDUFA4	True	False	0.11494388683727537
11178	17674	chr1	44355257	44355257	ERI3	True	False	0.31281093811367694
11179	17675	chr2	97765317	97765317	TMEM131	True	False	0.12023853748007819
11191	17704	chr16	2258756	2258756	RNPS1	True	False	0.12702803708515562
11195	17710	chr10	62804720	62804720	ADO	True	False	0.04621110924654846
11235	17768	chr11	110429948	110429948	FDX1	True	False	0.16536719232812241
11255	17803	chr2	101308701	101308701	RNF149	True	False	0.15508691500577976
11258	17808	chr8	73293633	73293633	RPL7	True	False	0.166011622163451
11297	17867	chr8	123030719	123030719	DERL1	True	False	0.19021100456934673
11301	17872	chr14	24114777	24114777	DCAF11	True	False	0.08290189626903122
11323	17909	chr17	48944842	48944842	SNF8	True	False	0.1535343896769558
11348	17971	chr15	84673826	84673826	SEC11A	True	False	0.22942298571073602
11379	18019	chr5	100535374	100535374	FAM174A	True	False	0.2249941673241523
11406	18070	chr2	20051628	20051628	LAPTM4A	True	False	0.15708416368505396
11411	18078	chr17	67366577	67366577	PSMD12	True	False	0.13526886918208514
11417	18090	chr14	24136200	24136200	PSME1	True	False	0.15382864793076656
11449	18142	chr4	109433815	109433815	SEC24B	True	False	0.09548782460731199
11471	18181	chr2	88055783	88055783	KRCC1	True	False	0.22094274432572938
11475	18193	chr19	38831794	38831794	ECH1	True	False	0.14217253549747014
11488	18211	chr14	24147258	24147258	PSME2	True	False	0.0961930917879091
11498	18226	chr15	40039181	40039181	SRP14	True	False	0.12453345096580189
11518	18264	chr6	132814569	132814569	RPS12	True	False	0.11201469772561203
11556	18324	chr5	138543229	138543229	ETF1	True	False	0.14820566810281557
11587	18374	chr4	82891153	82891153	SEC31A	True	False	0.15124504912827597
11609	18410	chr12	49741809	49741809	TMBIM6	True	False	0.18826846927029853
11612	18414	chr1	52726453	52726453	ZYG11B	True	False	0.29258093449236766
11636	18449	chr1	52055191	52055191	TXNDC12	True	False	0.07638813711819033
11643	18460	chr6	158642788	158642788	DYNLT1	True	False	0.12774939336106014
11657	18486	chr1	37990022	37990022	SF3A3	True	False	0.15948560674975265
11661	18490	chr3	100401089	100401089	TOMM70	True	False	0.15861064690813892
11668	18502	chr19	34364740	34364740	GPI	True	False	0.13213121879281794
11686	18536	chr15	48878134	48878134	EID1	True	False	0.204348505574657
11689	18539	chr10	5769389	5769389	GDI2	True	False	0.12717070017150953
11701	18562	chr5	141923871	141923871	DELE1	True	False	0.14314203496307568
11706	18568	chrX	47561205	47561205	ARAF	True	False	0.18312771555831028
11739	18617	chr17	48101198	48101198	CBX1	True	False	0.1927644910031886
11748	18629	chr17	62065278	62065278	MED13	True	False	0.04779761783584735
11765	18654	chr20	41137237	41137237	PLCG1	True	False	0.23390326313139384
11778	18673	chr19	58393056	58393056	RPS5	True	False	0.09120765480355743
11798	18704	chr17	32444510	32444510	PSMD11	True	False	0.27998275446655735
11803	18714	chr14	24213830	24213830	CHMP4A	True	False	0.11562336791649917
11814	18730	chr10	14838306	14838306	HSPA14	True	False	0.10210389549487366
11825	18746	chrX	120469296	120469296	LAMP2	True	False	0.2648592188283334
11837	18768	chr19	34428381	34428381	UBA2	True	False	0.1918813229525062
11840	18773	chr14	24232355	24232355	NEDD8	True	False	0.14598751119126205
11842	18776	chrX	120604101	120604101	MCTS1	True	False	0.18603799842382612
11845	18781	chr15	82986210	82986210	RAMAC	True	False	0.2765647395612768
11851	18788	chr12	92145846	92145846	BTG1	True	False	0.10095538645158056
11860	18802	chrX	120575829	120575829	CUL4B	True	False	
11881	18835	chr20	50510383	50510383	PTPN1	True	False	0.025835149231068638
11896	18859	chr1	53238508	53238508	MAGOH	True	False	0.1866775218643979
11916	18895	chr14	24299850	24299850	NOP9	True	False	0.17740694185808242
11932	18919	chr15	78872814	78872814	MORF4L1	True	False	0.12339513598245104
11957	18961	chr9	136944688	136944688	FBXW5	True	False	0.2916860875576834
12088	19175	chr22	20859007	20859007	SNAP29	True	False	0.213224606902079
12122	19211	chr9	137114733	137114733	DPP7	True	False	0.2724989629198212
12137	19228	chr22	20917407	20917407	CRKL	True	False	0.16936765833827194
12312	19444	chr5	173616650	173616650	BOD1	True	False	0.2515833857047073
12334	19473	chr5	160419081	160419081	SLU7	True	False	0.09162654661489526
12405	19600	chr15	88465747	88465747	MRPL46	True	False	0.362520796944441
12408	19606	chr17	48892767	48892767	ATP5MC1	True	False	0.14850516692475277
12419	19626	chr2	98608512	98608512	COA5	True	False	0.17964051850526228
12432	19644	chrX	119791595	119791595	RPL39	True	False	0.10371634442705271
12437	19661	chrX	119871733	119871733	RNF113A	True	False	0.10058242596314838
12440	19665	chrX	119871832	119871832	NDUFA1	True	False	0.10044114256924236
12464	19703	chr2	113890089	113890089	ACTR3	True	False	0.09642965019805413
12465	19704	chr16	3880713	3880713	CREBBP	True	False	0.3038195466519249
12485	19737	chr2	117824337	117824337	DDX18	True	False	0.1834670663486855
12492	19746	chr19	52190052	52190052	PPP2R1A	True	False	0.14760647162435278
12498	19764	chr22	50507684	50507684	LMF2	True	False	0.10018373591029421
12504	19772	chr9	137188560	137188560	ANAPC2	True	False	0.10061204548960011
12514	19791	chr2	18560653	18560653	RDH14	True	False	0.1483575222261693
12522	19800	chr9	137188660	137188660	SSNA1	True	False	0.10068056767910374
12525	19803	chr16	18786795	18786795	RPS15A	True	False	0.17370439337164054
12537	19824	chr1	53946350	53946350	LRRC42	True	False	0.06882079196569825
12538	19826	chr17	82004345	82004345	ASPSCR1	True	False	0.7999999999999999
12541	19830	chr9	137205648	137205648	TMEM203	True	False	0.17191011102903575
12578	19880	chr9	137255327	137255327	NELFB	True	False	0.16440472665332959
12592	19899	chrX	68498782	68498782	YIPF6	True	False	0.15608470101470476
12691	20057	chrX	151397206	151397206	VMA21	True	False	0.2071524879788239
12695	20067	chrX	154428698	154428698	ATP6AP1	True	False	0.20320930633030787
12783	20219	chr14	21476959	21476959	RAB2B	True	False	0.1562382594508016
12820	20279	chr18	8609437	8609437	RAB12	True	False	0.09329461270790426
12830	20300	chr1	65420716	65420716	LEPROT	True	False	0.09770662077817327
12844	20322	chr4	108650599	108650599	OSTC	True	False	0.09806056938387352
12850	20332	chr16	4624868	4624868	MGRN1	True	False	0.06058016865649084
12858	20349	chr14	58244846	58244846	PSMA3	True	False	0.16076956241707194
12931	20467	chr15	83067252	83067252	BTBD1	True	False	0.12664449823495813
12988	20565	chr12	67269358	67269358	CAND1	True	False	0.1408332412805889
12992	20574	chr18	49492450	49492450	RPL17	True	False	0.10608479165833305
13013	20615	chr6	149546043	149546043	PPIL4	True	False	0.08161452282308355
13024	20631	chrX	13689128	13689128	RAB9A	True	False	0.07273640428377355
13061	20686	chr15	42273584	42273584	TMEM87A	True	False	0.10980005305773907
13070	20698	chr16	14922802	14922802	NPIPA1	True	False	0.8
13076	20710	chr18	35581740	35581740	GALNT1	True	False	0.20984284531835973
13097	20758	chr5	154941073	154941073	MRPL22	True	False	0.2790448788481233
13140	20839	chr19	55259017	55259017	PPP6R1	True	False	0.10373623132983283
13207	20911	chr9	122898110	122898110	RC3H2	True	False	0.14331314243098753
13243	20950	chr6	149566294	149566294	GINM1	True	False	0.11650134621595001
13376	21110	chr16	636310	636310	METTL26	True	False	0.18223592287374074
13380	21116	chr19	35545658	35545658	TMEM147	True	False	0.21013116591978756
13386	21123	chr18	158557	158557	USP14	True	False	0.10539234358145072
13393	21133	chr9	122941020	122941020	RABGAP1	True	False	0.16335534557481052
13396	21137	chr6	170550441	170550441	PSMB1	True	False	0.12833442458261504
13409	21160	chr11	134387197	134387197	B3GAT1	False	True	0.6416328399471856
13482	21270	chr1	87328880	87328880	LMO4	True	False	0.09882978946713382
13500	21298	chr19	46746881	46746881	STRN4	True	False	0.04586851892344599
13509	21315	chr1	52404602	52404602	PRPF38A	True	False	0.23214776485670344
13575	21413	chr22	38700943	38700943	JOSD1	True	False	0.15902029740841073
13735	21619	chr17	42964454	42964454	AARSD1	True	False	0.22481175153685923
13740	21628	chr20	35542082	35542082	ERGIC3	True	False	0.23656398119827962
13746	21638	chr22	36322994	36322994	MYH9	True	False	0.18589987906261782
13751	21645	chr15	43824690	43824690	MFAP1	True	False	0.0987591824623533
13763	21664	chr4	128288829	128288829	PGRMC2	True	False	0.19331013604479289
13766	21668	chr14	103724509	103724509	ZFYVE21	True	False	0.35531391173739163
13785	21708	chr2	65130106	65130106	RAB1A	True	False	0.04522292285437515
13790	21715	chr14	20461401	20461401	PIP4P1	True	False	0.13056696405610865
13800	21730	chr6	169724005	169724005	PHF10	True	False	0.08598387826531258
13801	21732	chr7	56051765	56051765	CCT6A	True	False	0.09946153140350296
13895	21848	chr2	171922607	171922607	HAT1	True	False	0.09314270300496251
13933	21894	chr20	50115954	50115954	UBE2V1	True	False	0.14433032042482308
13943	21904	chr11	75399518	75399518	RPS3	True	False	0.2094673166802808
14009	22028	chr15	65869491	65869491	RAB11A	True	False	0.16380277989803438
14014	22035	chr3	69084937	69084937	ARL6IP5	True	False	0.06537096032344737
14017	22041	chr16	18801549	18801549	ARL6IP1	True	False	0.1687261738924069
14040	22081	chr6	79234738	79234738	HMGN3	True	False	0.13084824279475796
14078	22156	chr22	39520564	39520564	ATF4	True	False	0.1271517467267572
14110	22214	chr6	143843338	143843338	LTV1	True	False	0.14459356310371987
14154	22285	chr16	46973674	46973674	DNAJA2	True	False	0.07597176645564152
14180	22327	chr22	40856639	40856639	ST13	True	False	0.06827983468081325
14182	22329	chr9	136826597	136826597	RABL6	True	False	0.692208126298337
14184	22331	chrX	49123735	49123735	GPKOW	True	False	0.3187926146120716
14244	22424	chrX	135032355	135032355	RTL8C	True	False	0.3535115020930556
14247	22428	chrX	135052135	135052135	RTL8A	True	False	0.2192423435487685
14279	22474	chr9	136866266	136866266	EDF1	True	False	0.19334767163559086
14300	22511	chr9	136363744	136363744	DNLZ	True	False	0.333026997736425
14340	22590	chr9	136416067	136416067	PMPCA	True	False	0.14037706475774375
14367	22632	chr14	23306828	23306828	BCL2L2	True	False	0.10185229050153516
14409	22706	chr20	2470787	2470787	SNRPB	True	False	0.17915349626497867
14410	22707	chr16	48244300	48244300	LONP2	True	False	0.13735059503479302
14436	22754	chr6	38703145	38703145	GLO1	True	False	0.2509514594337733
14450	22787	chr11	64246943	64246943	PPP1R14B	True	False	0.1362228348461789
14475	22826	chr11	64318121	64318121	PRDX5	True	False	0.22725278566565635
14531	22915	chr8	144309034	144309034	HSF1	True	False	0.6892771843192721
14540	22933	chr14	67360328	67360328	EIF2S1	True	False	0.1054328351239248
14560	22962	chr19	47309861	47309861	C5AR1	False	True	0.8000000000000002
14574	22984	chr7	92447482	92447482	GATAD1	True	False	0.15702406838576213
14600	23025	chr16	48610180	48610180	N4BP1	True	False	0.17834152708773515
14603	23028	chr19	55115516	55115516	PPP1R12C	True	False	0.1975498301390129
14620	23056	chr3	112499472	112499472	BTLA	False	True	0.20035718216653509
14666	23132	chr5	150508131	150508131	NDST1	True	False	0.5726174356624575
14677	23147	chr9	129626153	129626153	NTMT1	True	False	0.09778419120478851
14682	23154	chr3	112561916	112561916	ATG3	True	False	0.04886770427857259
14690	23163	chr17	7579491	7579491	CD68	False	True	0.17141271229762958
14825	23335	chr18	12346927	12346927	AFG3L2	True	False	0.3214459238355278
14900	23420	chr4	141220895	141220895	ZNF330	True	False	0.27311171703800546
14928	23449	chr22	50466688	50466688	SBF1	True	False	0.09159043732992173
14953	23486	chr16	25111731	25111731	LCMT1	True	False	0.051623541299196316
14955	23489	chr8	144426983	144426983	VPS28	True	False	0.27712102295630897
14974	23523	chr17	7614897	7614897	FXR2	True	False	0.11948214307630609
15014	23573	chrX	78139650	78139650	TAF9B	True	False	0.27115673733784296
15145	23791	chr4	151099628	151099628	RPS3A	True	False	0.19660982858935044
15201	23880	chr7	100015596	100015596	ZKSCAN1	True	False	0.1486663649451824
15210	23892	chr17	28335761	28335761	TNFAIP1	True	False	0.14900723988137077
15217	23908	chr11	64924689	64924689	PPP2R5B	True	False	0.18034418765600904
15228	23925	chr14	67600268	67600268	PIGH	True	False	0.15941720593318937
15251	23967	chr11	65014171	65014171	ARL2	True	False	0.18541337636929325
15255	23972	chr14	67674632	67674632	VTI1B	True	False	0.18895920496647914
15270	23997	chr7	55951877	55951877	MRPS17	True	False	0.11204021182622255
15273	24000	chrX	154379341	154379341	EMD	True	False	0.17085581115263065
15274	24001	chr6	116279887	116279887	TSPYL1	True	False	0.12098551914727117
15275	24002	chr3	141738298	141738298	RNF7	True	False	0.224303080639609
15279	24009	chr7	25125260	25125260	CYCS	True	False	0.07837798171568691
15280	24011	chr12	102062073	102062073	WASHC3	True	False	0.10757041048918924
15281	24012	chr6	17706834	17706834	NUP153	True	False	0.12360685821567592
15311	24045	chr16	19522098	19522098	GDE1	True	False	0.207818353418261
15338	24083	chr12	74537835	74537835	ATXN7L3B	True	False	0.12947504707464275
15412	24177	chr22	28797045	28797045	XBP1	False	True	0.09003960596423206
15420	24193	chr16	66751609	66751609	DYNC1LI2	True	False	0.26243839882304487
15495	24303	chr19	45141418	45141418	PPP1R37	True	False	0.21811445926152587
15505	24322	chr17	1516742	1516742	INPP5K	True	False	0.09199117855298101
15518	24337	chr6	2765393	2765393	WRNIP1	True	False	0.158013765368357
15519	24339	chr1	109984765	109984765	AHCYL1	True	False	0.23533706106408267
15533	24357	chr22	42079700	42079700	SMDT1	True	False	0.10152605077300354
15535	24360	chr4	169010255	169010255	CBR4	True	False	0.1901316262154191
15553	24386	chr22	42857273	42857273	ARFGAP3	True	False	0.1653238220106168
15598	24442	chr2	73214245	73214245	SMYD5	True	False	0.17562614578750327
15605	24453	chr17	1684837	1684837	PRPF8	True	False	0.196416788106671
15614	24466	chrX	41085445	41085445	USP9X	True	False	0.17979669864034153
15636	24503	chr22	42633348	42633348	CYB5R3	True	False	0.5227877516388563
15637	24504	chr12	69585666	69585666	CCT2	True	False	0.043800085104514185
15653	24525	chr2	203936763	203936763	ICOS	False	True	0.2934982384955599
15704	24586	chr8	42541585	42541585	SMIM19	True	False	0.1374974936758803
15765	24672	chr3	57227729	57227729	APPL1	True	False	0.2077016249541638
15783	24700	chr20	63981132	63981132	PRPF6	True	False	0.11267280228387554
15794	24715	chr14	24429954	24429954	KHNYN	True	False	0.06559374344471482
15810	24743	chr19	39391106	39391106	PAF1	True	False	0.08375300865181147
15822	24763	chr20	34955643	34955643	GSS	True	False	0.29782037349814555
15823	24765	chr11	747428	747428	TALDO1	True	False	0.13839972764607036
15828	24770	chr9	37592469	37592469	TOMM5	True	False	0.11671467602088054
15835	24779	chr22	36481640	36481640	TXN2	True	False	0.16031333079214727
15854	24804	chr17	1830005	1830005	RPA1	True	False	0.055198091353810375
15857	24807	chr19	39391378	39391378	MED29	True	False	0.08867157330112004
15858	24808	chr11	777487	777487	GATD1	True	False	0.18509712089944758
15885	24855	chr14	69153119	69153119	DCAF5	True	False	0.17950526150608487
16063	25071	chr19	39435948	39435948	RPS16	True	False	0.15659991165998163
16120	25139	chr12	53727745	53727745	CALCOCO1	True	False	0.16705585353401825
16129	25149	chr22	36529166	36529166	EIF3D	True	False	0.1427067906766256
16176	25207	chr3	128085022	128085022	RUVBL1	True	False	0.1048775127127697
16206	25250	chr20	35092807	35092807	TRPC4AP	True	False	0.14155453808469878
16210	25254	chrX	2691326	2691326	CD99	True	False	0.15692173633766443
16219	25266	chr3	120596328	120596328	NDUFB4	True	False	0.24854011477700777
16248	25310	chr15	34101862	34101862	EMC7	True	False	0.1776080996080905
16287	25386	chr15	34226512	34226512	EMC4	True	False	0.1127890764878259
16289	25390	chrX	53684169	53684169	HUWE1	True	False	0.16731533177600644
16320	25444	chr5	150000046	150000046	HMGXB3	True	False	0.17244332944677515
16336	25474	chr19	39540161	39540161	EID2	True	False	0.21038551801071367
16358	25508	chr19	46601345	46601345	CALM3	True	False	0.13020774388264034
16403	25580	chr11	812079	812079	RPLP2	True	False	0.10756938333752095
16457	25661	chr8	67061629	67061629	COPS5	True	False	0.1811762150344301
16469	25679	chr9	122159779	122159779	NDUFA8	True	False	0.16797050102605524
16501	25739	chr4	143513702	143513702	SMARCA5	True	False	0.174140504989482
16568	25853	chr11	842529	842529	POLR2L	True	False	0.1649114579671934
16575	25864	chr18	9914016	9914016	VAPA	True	False	0.20050556169626796
16579	25872	chr11	915058	915058	CHID1	True	False	0.29905563493537357
16587	25883	chr1	100735175	100735175	VCAM1	False	True	0.7999999999999999
16616	25921	chr22	38656661	38656661	CBY1	True	False	0.15652889415557508
16621	25932	chr1	117367449	117367449	MAN1A2	True	False	0.1357454552789259
16633	25949	chr17	81239311	81239311	NDUFAF8	True	False	0.13123493643202644
16634	25952	chr16	87383953	87383953	MAP1LC3B	True	False	0.05510000454221893
16638	25956	chr17	81295307	81295307	SLC38A10	True	False	0.09900198317968507
16705	26073	chr17	17237168	17237168	FLCN	True	False	0.15732427067018934
16716	26098	chr7	98252232	98252232	TECPR1	True	False	0.2123904429544745
16744	26135	chr19	45886141	45886141	IRF2BP1	True	False	0.0967711524098273
16764	26169	chr8	143823282	143823282	PUF60	True	False	0.11718949669068042
16800	26219	chr6	10722915	10722915	TMEM14C	True	False	0.07895155772834889
16805	26224	chr22	21567730	21567730	UBE2L3	True	False	0.16059221172788343
16806	26226	chr18	54224669	54224669	MBD2	True	False	0.1577799438349366
16808	26228	chr6	10747759	10747759	TMEM14B	True	False	0.11848984226195697
16823	26246	chr5	139342442	139342442	PAIP2	True	False	0.12597291249486695
16827	26250	chr17	17485022	17485022	MED9	True	False	0.14904676027022715
16833	26265	chr17	42998419	42998419	RPL27	True	False	0.05321919566056486
16838	26275	chr14	92118726	92118726	NDUFB1	True	False	0.13118774014759593
16840	26277	chr7	101217581	101217581	PLOD3	True	False	0.15598779136743518
16850	26292	chr9	114591869	114591869	ATP6V1G1	True	False	0.11308545706551414
16852	26296	chr9	120842922	120842922	PSMD5	True	False	0.14992581725929768
16859	26303	chr11	112086873	112086873	SDHD	True	False	0.26989355749176097
16928	26407	chr19	47745565	47745565	NOP53	True	False	0.2795922875410767
16933	26416	chr9	33817160	33817160	UBE2R2	True	False	0.09818700410776254
16940	26425	chr9	34126698	34126698	DCAF12	True	False	0.2776705336061689
16956	26450	chr16	74985123	74985123	WDR59	True	False	0.22700893739113
16989	26514	chr14	50231578	50231578	SOS2	True	False	0.17369241298002974
17007	26532	chr6	159725585	159725585	WTAP	True	False	0.12004739829426586
17016	26549	chr9	128127176	128127176	PTGES2	True	False	0.08929476392653962
17021	26554	chr8	143990058	143990058	GRINA	True	False	0.2277512538756601
17048	26600	chr6	159789602	159789602	TCP1	True	False	0.14508847657632576
17091	26666	chr8	144079423	144079423	EXOSC4	True	False	0.2570981955453048
17100	26677	chr8	144082634	144082634	GPAA1	True	False	0.2655762986954491
17119	26707	chr18	59359265	59359265	LMAN1	True	False	0.28499049982204144
17155	26765	chr8	144095039	144095039	CYC1	True	False	0.08155618734085718
17164	26785	chr8	144104237	144104237	SHARPIN	True	False	0.10293731614245846
17165	26786	chr3	150763169	150763169	SIAH2	True	False	0.10023477900761647
17186	26820	chr8	144104512	144104512	MAF1	True	False	0.10409067420486047
17191	26829	chr6	159790517	159790517	MRPL18	True	False	0.14299391557821042
17215	26864	chr6	42879616	42879616	RPL7L1	True	False	0.21235081322166102
17267	26945	chr11	1947341	1947341	MRPL23	True	False	0.5529610331971979
17407	27142	chr22	38705944	38705944	GTPBP1	True	False	0.16762954080638473
17412	27158	chr16	75433503	75433503	CFDP1	True	False	0.12628357960483924
17419	27171	chr4	147617397	147617397	TMEM184C	True	False	0.23727290487826388
17441	27204	chr14	39175254	39175254	PNN	True	False	0.1850089567904166
17471	27252	chr6	43013684	43013684	MEA1	True	False	0.1726201250546279
17476	27260	chr6	43021623	43021623	RRP36	True	False	0.1167809846386085
17501	27308	chr17	17042457	17042457	MPRIP	True	False	0.10101775584091953
17545	27388	chr14	74713144	74713144	FCF1	True	False	0.16581683216304585
17548	27393	chr20	46125703	46125703	CD40	False	True	0.11653796945338829
17565	27413	chr22	38224103	38224103	TMEM184B	True	False	0.3531266722900778
17621	27485	chr14	55051647	55051647	MAPK1IP1L	True	False	0.0932596481719671
17634	27503	chr16	57462679	57462679	POLR2C	True	False	0.19916606902281148
17637	27506	chrX	77895435	77895435	MAGT1	True	False	0.09324415234871315
17644	27514	chr1	114581615	114581615	BCAS2	True	False	0.18320546595115275
17646	27517	chr2	216107464	216107464	XRCC5	True	False	0.18646596701213014
17649	27524	chr17	7572825	7572825	EIF4A1	True	False	0.14737350665034357
17717	27622	chr8	100716312	100716312	PABPC1	True	False	0.12745481335495293
17752	27677	chr18	50281769	50281769	MBD1	True	False	0.09525313355969282
17842	27790	chrX	24054956	24054956	EIF2S3	True	False	0.0150496571604444
17892	27856	chr17	7404039	7404039	TMEM256	True	False	0.3396413377565371
17927	27901	chr9	35103131	35103131	STOML2	True	False	0.18859509912356115
17949	27933	chr3	128153481	128153481	EEFSEC	True	False	0.08773132912856361
17976	27979	chr6	43229453	43229453	DNPH1	True	False	0.14749661424023638
17982	27986	chr8	108443624	108443624	EMC2	True	False	0.10318090441360168
17989	27997	chr4	176319966	176319966	SPCS3	True	False	0.10844683390852561
18024	28047	chr17	7931946	7931946	TRAPPC1	True	False	0.03848001794137154
18036	28065	chr9	19049427	19049427	RRAGA	True	False	0.17835451435796087
18038	28068	chr19	46850316	46850316	AP2S1	True	False	0.23214908479452032
18042	28072	chr8	108248710	108248710	EIF3E	True	False	0.20255312185715554
18056	28095	chr5	10761234	10761234	DAP	True	False	0.1854541952848108
18060	28099	chr3	150603174	150603174	SERP1	True	False	0.11081989629657511
18071	28116	chr5	1801415	1801415	NDUFS6	True	False	0.16015980538200686
18080	28126	chr19	9835331	9835331	PIN1	True	False	0.18210685655204292
18093	28143	chr6	42217861	42217861	MRPS10	True	False	0.26697654113237673
18100	28152	chr9	34616743	34616743	DCTN3	True	False	0.17201957894112624
18123	28193	chr15	64093795	64093795	CIAO2A	True	False	0.08254096195652055
18132	28202	chr2	161381360	161381360	PSMD14	True	False	0.554337770554797
