	Unnamed: 0	chrom	start	end	name	housekeeping	marker Umbilical cord blood	ragi
12402	19588	chr19	58208098	58208098	ZNF274	False	True	0.7999999999999999
12405	19600	chr15	88465747	88465747	MRPL46	True	False	0.32540751600811635
12408	19606	chr17	48892767	48892767	ATP5MC1	True	False	0.4186665418289419
12417	19623	chr15	100919357	100919357	LRRK1	False	True	0.22042374135371054
12419	19626	chr2	98608512	98608512	COA5	True	False	0.2726401329758949
12432	19644	chrX	119791595	119791595	RPL39	True	False	0.38078921321225123
12437	19661	chrX	119871733	119871733	RNF113A	True	False	0.29743530622293
12440	19665	chrX	119871832	119871832	NDUFA1	True	False	0.29737207660367854
12457	19693	chr2	96145440	96145440	DUSP2	False	True	0.28012485194119624
12464	19703	chr2	113890089	113890089	ACTR3	True	False	0.06712493893818611
12465	19704	chr16	3880713	3880713	CREBBP	True	False	0.46045230861541525
12480	19730	chr11	128587558	128587558	ETS1	False	True	0.5909757362337277
12485	19737	chr2	117824337	117824337	DDX18	True	False	0.17366080616266022
12492	19746	chr19	52190052	52190052	PPP2R1A	True	False	0.10897122757807967
12504	19772	chr9	137188560	137188560	ANAPC2	True	False	0.20825175869572943
12514	19791	chr2	18560653	18560653	RDH14	True	False	0.2696651171125026
12522	19800	chr9	137188660	137188660	SSNA1	True	False	0.2095304970544714
12525	19803	chr16	18786795	18786795	RPS15A	True	False	0.1433007600607515
12537	19824	chr1	53946350	53946350	LRRC42	True	False	0.28684472678657413
12538	19826	chr17	82004345	82004345	ASPSCR1	True	False	0.6164640663401766
12541	19830	chr9	137205648	137205648	TMEM203	True	False	0.3779247059792771
12575	19877	chr12	68746176	68746176	SLC35E3	False	True	0.14160041569732074
12578	19880	chr9	137255327	137255327	NELFB	True	False	0.4124567798994555
12592	19899	chrX	68498782	68498782	YIPF6	True	False	0.1558243982382777
12623	19943	chr5	143435512	143435512	NR3C1	False	True	0.30548444467210134
12630	19955	chr15	98648539	98648539	IGF1R	False	True	0.252029944360449
12690	20056	chr12	50504985	50504985	DIP2B	False	True	0.22560073703482866
12691	20057	chrX	151397206	151397206	VMA21	True	False	0.18083822429234953
12695	20067	chrX	154428698	154428698	ATP6AP1	True	False	0.4700071444743163
12718	20113	chr17	59837931	59837931	VMP1	False	True	0.13857036538912915
12783	20219	chr14	21476959	21476959	RAB2B	True	False	0.2492774232107918
12820	20279	chr18	8609437	8609437	RAB12	True	False	0.24452053699577397
12830	20300	chr1	65420716	65420716	LEPROT	True	False	0.23614031969010876
12844	20322	chr4	108650599	108650599	OSTC	True	False	0.5334832580238263
12858	20349	chr14	58244846	58244846	PSMA3	True	False	0.08875786436418656
12861	20352	chr17	79839440	79839440	CBX4	False	True	0.1608656162663011
12920	20449	chr7	30134986	30134986	MTURN	False	True	0.2720514916038757
12929	20464	chr7	47582111	47582111	TNS3	False	True	0.37317156013457076
12931	20467	chr15	83067252	83067252	BTBD1	True	False	0.17812194407422238
12979	20541	chr8	65842064	65842064	PDE7A	False	True	0.22375017854892687
12988	20565	chr12	67269358	67269358	CAND1	True	False	0.22669259091048577
12992	20574	chr18	49492450	49492450	RPL17	True	False	0.36859246705430476
13013	20615	chr6	149546043	149546043	PPIL4	True	False	0.0612186741648557
13024	20631	chrX	13689128	13689128	RAB9A	True	False	0.24975931728927117
13030	20642	chr3	116709406	116709406	TUSC7	False	True	0.7674879506360265
13061	20686	chr15	42273584	42273584	TMEM87A	True	False	0.2669827757328373
13067	20695	chr22	23688136	23688136	RGL4	False	True	0.3034692222752369
13070	20698	chr16	14922802	14922802	NPIPA1	True	False	0.7999999999999999
13076	20710	chr18	35581740	35581740	GALNT1	True	False	0.3327161912358772
13093	20748	chr19	40779047	40779047	RAB4B	False	True	0.28480425064627113
13097	20758	chr5	154941073	154941073	MRPL22	True	False	0.1674288835173294
13140	20839	chr19	55259017	55259017	PPP6R1	True	False	0.13449569653293622
13207	20911	chr9	122898110	122898110	RC3H2	True	False	0.25790054603095053
13243	20950	chr6	149566294	149566294	GINM1	True	False	0.3955838149151151
13376	21110	chr16	636310	636310	METTL26	True	False	0.33815934764426037
13380	21116	chr19	35545658	35545658	TMEM147	True	False	0.5981176563001556
13386	21123	chr18	158557	158557	USP14	True	False	0.238322129353882
13393	21133	chr9	122941020	122941020	RABGAP1	True	False	0.24710917544451205
13395	21135	chr7	38631373	38631373	AMPH	False	True	0.7999999999999999
13396	21137	chr6	170550441	170550441	PSMB1	True	False	0.12509623036643905
13406	21155	chr6	149963943	149963943	ULBP1	False	True	0.6048519330799416
13451	21228	chr9	123268586	123268586	STRBP	False	True	0.3837849520833321
13480	21268	chr17	29930228	29930228	SSH2	False	True	0.1279905682269344
13482	21270	chr1	87328880	87328880	LMO4	True	False	0.3352257813812892
13496	21293	chr22	22244786	22244786	VPREB1	False	True	0.5562793398019776
13509	21315	chr1	52404602	52404602	PRPF38A	True	False	0.14590396701129071
13575	21413	chr22	38700943	38700943	JOSD1	True	False	0.20364576210973911
13611	21471	chr5	40679915	40679915	PTGER4	False	True	0.1548393005789602
13740	21628	chr20	35542082	35542082	ERGIC3	True	False	0.3987831291856441
13746	21638	chr22	36322994	36322994	MYH9	True	False	0.20823497182702796
13751	21645	chr15	43824690	43824690	MFAP1	True	False	0.2151886428071731
13759	21659	chr11	60088664	60088664	MS4A2	False	True	0.6138541397267419
13763	21664	chr4	128288829	128288829	PGRMC2	True	False	0.2640284275729796
13766	21668	chr14	103724509	103724509	ZFYVE21	True	False	0.4246672110010869
13785	21708	chr2	65130106	65130106	RAB1A	True	False	0.2885318379365724
13790	21715	chr14	20461401	20461401	PIP4P1	True	False	0.14199130209338917
13800	21730	chr6	169724005	169724005	PHF10	True	False	0.28189454826850724
13801	21732	chr7	56051765	56051765	CCT6A	True	False	0.2825337911966621
13842	21785	chr22	35623354	35623354	MB	False	True	0.36677981921078406
13873	21821	chr14	102139875	102139875	WDR20	False	True	0.27581356622705683
13895	21848	chr2	171922607	171922607	HAT1	True	False	0.22754680357087148
13933	21894	chr20	50115954	50115954	UBE2V1	True	False	0.17281517418054645
13943	21904	chr11	75399518	75399518	RPS3	True	False	0.18479294304915653
13979	21972	chr12	95217467	95217467	FGD6	False	True	0.22769944956951907
14009	22028	chr15	65869491	65869491	RAB11A	True	False	0.1111917457024663
14014	22035	chr3	69084937	69084937	ARL6IP5	True	False	0.10424702727067828
14017	22041	chr16	18801549	18801549	ARL6IP1	True	False	0.25726687042690977
14040	22081	chr6	79234738	79234738	HMGN3	True	False	0.3330833240199568
14078	22156	chr22	39520564	39520564	ATF4	True	False	0.14145219574984833
14110	22214	chr6	143843338	143843338	LTV1	True	False	0.36903457459327127
14143	22269	chr19	45467996	45467996	FOSB	False	True	0.3432785376037131
14154	22285	chr16	46973674	46973674	DNAJA2	True	False	0.20111293870709518
14180	22327	chr22	40856639	40856639	ST13	True	False	0.2770550492078253
14182	22329	chr9	136826597	136826597	RABL6	True	False	0.8
14184	22331	chrX	49123735	49123735	GPKOW	True	False	0.24798862064891883
14206	22368	chr2	135876443	135876443	MCM6	False	True	0.33249260699959376
14244	22424	chrX	135032355	135032355	RTL8C	True	False	0.2898760947742202
14247	22428	chrX	135052135	135052135	RTL8A	True	False	0.4690518804892427
14279	22474	chr9	136866266	136866266	EDF1	True	False	0.14338368524680198
14300	22511	chr9	136363744	136363744	DNLZ	True	False	0.43280066823388946
14322	22557	chr1	72282539	72282539	NEGR1	False	True	0.34870759392183037
14327	22566	chr16	29695797	29695797	QPRT	False	True	0.38007907586386935
14340	22590	chr9	136416067	136416067	PMPCA	True	False	0.2549281268159477
14367	22632	chr14	23306828	23306828	BCL2L2	True	False	0.1413165065793461
14409	22706	chr20	2470787	2470787	SNRPB	True	False	0.21158077365427302
14410	22707	chr16	48244300	48244300	LONP2	True	False	0.14187315542895612
14436	22754	chr6	38703145	38703145	GLO1	True	False	0.30296685303797843
14450	22787	chr11	64246943	64246943	PPP1R14B	True	False	0.18270523813702963
14475	22826	chr11	64318121	64318121	PRDX5	True	False	0.22759412013857858
14491	22851	chr4	85475150	85475150	ARHGAP24	False	True	0.22292042839152018
14501	22867	chr11	64340223	64340223	CCDC88B	False	True	0.3763855660984994
14531	22915	chr8	144309034	144309034	HSF1	True	False	0.6323898809248387
14540	22933	chr14	67360328	67360328	EIF2S1	True	False	0.0914251567002018
14549	22948	chr19	57363567	57363567	TRAPPC2B	False	True	0.20709904410988036
14560	22962	chr19	47309861	47309861	C5AR1	False	True	0.6877119531777365
14574	22984	chr7	92447482	92447482	GATAD1	True	False	0.183143013131126
14600	23025	chr16	48610180	48610180	N4BP1	True	False	0.1874463904632058
14637	23084	chr17	18541920	18541920	FAM106A	False	True	
14666	23132	chr5	150508131	150508131	NDST1	True	False	0.34196862251682614
14671	23139	chr9	113056724	113056724	ZFP37	False	True	0.7999999999999999
14674	23143	chr6	131628461	131628461	ENPP3	False	True	0.16016135425200542
14675	23144	chr1	86156772	86156772	COL24A1	False	True	0.14292095536282642
14677	23147	chr9	129626153	129626153	NTMT1	True	False	0.1592325571599409
14682	23154	chr3	112561916	112561916	ATG3	True	False	0.24356713874400773
14690	23163	chr17	7579491	7579491	CD68	False	True	0.1516743256279845
14768	23274	chr6	15324472	15324472	RNU6-645P	False	True	0.21172482727570716
14825	23335	chr18	12346927	12346927	AFG3L2	True	False	0.37941059304611335
14900	23420	chr4	141220895	141220895	ZNF330	True	False	0.15807465262719933
14928	23449	chr22	50466688	50466688	SBF1	True	False	0.2542432527447439
14949	23478	chr3	108822786	108822786	TRAT1	False	True	0.526473094056041
14953	23486	chr16	25111731	25111731	LCMT1	True	False	0.23702588410359474
14955	23489	chr8	144426983	144426983	VPS28	True	False	0.38341847842372634
14974	23523	chr17	7614897	7614897	FXR2	True	False	0.28962200771982427
14983	23537	chr16	46621379	46621379	SHCBP1	False	True	0.36542372395813527
15014	23573	chrX	78139650	78139650	TAF9B	True	False	0.3230455691470301
15091	23690	chr19	49335418	49335418	CD37	False	True	0.21525035210508164
15137	23774	chr17	7627796	7627796	SAT2	False	True	0.5522872275541367
15145	23791	chr4	151099628	151099628	RPS3A	True	False	0.15697761504896662
15200	23879	chr2	196592684	196592684	HECW2	False	True	0.7999999999999999
15201	23880	chr7	100015596	100015596	ZKSCAN1	True	False	0.32755233181496385
15210	23892	chr17	28335761	28335761	TNFAIP1	True	False	0.11092666829344026
15217	23908	chr11	64924689	64924689	PPP2R5B	True	False	0.3250577925645284
15221	23916	chr1	41918922	41918922	HIVEP3	False	True	0.21502885033543567
15228	23925	chr14	67600268	67600268	PIGH	True	False	0.21946608316704447
15251	23967	chr11	65014171	65014171	ARL2	True	False	0.09823634424809281
15255	23972	chr14	67674632	67674632	VTI1B	True	False	0.21205493716926782
15270	23997	chr7	55951877	55951877	MRPS17	True	False	0.07639252888759081
15273	24000	chrX	154379341	154379341	EMD	True	False	0.24406332427139357
15274	24001	chr6	116279887	116279887	TSPYL1	True	False	0.2365485222823647
15275	24002	chr3	141738298	141738298	RNF7	True	False	0.24698049287895293
15279	24009	chr7	25125260	25125260	CYCS	True	False	0.24213372188589705
15280	24011	chr12	102062073	102062073	WASHC3	True	False	0.28894133154378976
15281	24012	chr6	17706834	17706834	NUP153	True	False	0.298159675983136
15311	24045	chr16	19522098	19522098	GDE1	True	False	0.29613280261285047
15338	24083	chr12	74537835	74537835	ATXN7L3B	True	False	0.2261452020601654
15344	24090	chr12	101830959	101830959	GNPTAB	False	True	0.23295071197291672
15378	24133	chr12	95996344	95996344	HAL	False	True	0.6307154434171786
15420	24193	chr16	66751609	66751609	DYNC1LI2	True	False	0.17354978923291572
15440	24230	chr15	75647912	75647912	SNX33	False	True	0.24575893147594727
15495	24303	chr19	45141418	45141418	PPP1R37	True	False	0.6090417253497222
15518	24337	chr6	2765393	2765393	WRNIP1	True	False	0.28617624728704605
15519	24339	chr1	109984765	109984765	AHCYL1	True	False	0.37248914532909944
15523	24343	chr6	2841863	2841863	SERPINB1	False	True	0.2856213618637448
15533	24357	chr22	42079700	42079700	SMDT1	True	False	0.24117889904071135
15535	24360	chr4	169010255	169010255	CBR4	True	False	0.343587628342415
15553	24386	chr22	42857273	42857273	ARFGAP3	True	False	0.141990141562347
15592	24434	chr12	27014384	27014384	TM7SF3	False	True	0.26575979554072765
15598	24442	chr2	73214245	73214245	SMYD5	True	False	0.425670438036596
15605	24453	chr17	1684837	1684837	PRPF8	True	False	0.4327077952148571
15614	24466	chrX	41085445	41085445	USP9X	True	False	0.2705776186533744
15636	24503	chr22	42633348	42633348	CYB5R3	True	False	0.5906700627718626
15637	24504	chr12	69585666	69585666	CCT2	True	False	0.33119290270166435
15704	24586	chr8	42541585	42541585	SMIM19	True	False	0.25801828560566475
15783	24700	chr20	63981132	63981132	PRPF6	True	False	0.08972087351764023
15785	24702	chr14	24399003	24399003	NYNRIN	False	True	0.35124576307747474
15793	24712	chr17	1762060	1762060	SERPINF1	False	True	0.4879971720471501
15794	24715	chr14	24429954	24429954	KHNYN	True	False	0.19615831334623632
15810	24743	chr19	39391106	39391106	PAF1	True	False	0.30809482385053827
15822	24763	chr20	34955643	34955643	GSS	True	False	0.6577066956685922
15823	24765	chr11	747428	747428	TALDO1	True	False	0.28122702149292517
15828	24770	chr9	37592469	37592469	TOMM5	True	False	0.3813657355599822
15835	24779	chr22	36481640	36481640	TXN2	True	False	0.34678669210014
15837	24781	chrX	71580285	71580285	GCNA	False	True	0.7999999999999999
15844	24792	chr14	24576250	24576250	CTSG	False	True	0.6887852186181838
15847	24795	chr16	79600714	79600714	MAF	False	True	0.24495092434656507
15854	24804	chr17	1830005	1830005	RPA1	True	False	0.24045508844243724
15857	24807	chr19	39391378	39391378	MED29	True	False	0.31067848895510936
15858	24808	chr11	777487	777487	GATD1	True	False	0.2417185774908216
15885	24855	chr14	69153119	69153119	DCAF5	True	False	0.3031302828048664
15925	24903	chr3	111674676	111674676	PLCXD2	False	True	0.18709145361816215
16063	25071	chr19	39435948	39435948	RPS16	True	False	0.24190264378434112
16120	25139	chr12	53727745	53727745	CALCOCO1	True	False	0.5120534013737085
16129	25149	chr22	36529166	36529166	EIF3D	True	False	0.1099209373016085
16176	25207	chr3	128085022	128085022	RUVBL1	True	False	0.2979575886518301
16206	25250	chr20	35092807	35092807	TRPC4AP	True	False	0.3582168869908536
16210	25254	chrX	2691326	2691326	CD99	True	False	0.2691699106749
16216	25263	chr3	151873643	151873643	SUCNR1	False	True	0.3378903710646856
16219	25266	chr3	120596328	120596328	NDUFB4	True	False	0.3576669439551141
16248	25310	chr15	34101862	34101862	EMC7	True	False	0.27071674266744317
16287	25386	chr15	34226512	34226512	EMC4	True	False	0.4120379148210549
16289	25390	chrX	53684169	53684169	HUWE1	True	False	0.2610881365078132
16320	25444	chr5	150000046	150000046	HMGXB3	True	False	0.13730511288902295
16336	25474	chr19	39540161	39540161	EID2	True	False	0.451551177417776
16351	25498	chr12	53180722	53180722	ZNF740	False	True	0.3934639953814474
16358	25508	chr19	46601345	46601345	CALM3	True	False	0.38453585809131346
16375	25534	chr3	149221829	149221829	CP	False	True	0.5190071555334492
16379	25545	chr7	81770047	81770047	HGF	False	True	0.3923617367884308
16394	25565	chr9	127930777	127930777	PIP5KL1	False	True	0.29440755053044426
16403	25580	chr11	812079	812079	RPLP2	True	False	0.1474059435913916
16457	25661	chr8	67061629	67061629	COPS5	True	False	0.27491773649646545
16469	25679	chr9	122159779	122159779	NDUFA8	True	False	0.2345173565261033
16501	25739	chr4	143513702	143513702	SMARCA5	True	False	0.10733455042441595
16555	25834	chr22	17085000	17085000	IL17RA	False	True	0.11256885634982812
16568	25853	chr11	842529	842529	POLR2L	True	False	0.15202815536557443
16575	25864	chr18	9914016	9914016	VAPA	True	False	0.1324772074601597
16579	25872	chr11	915058	915058	CHID1	True	False	0.18377615385240545
16616	25921	chr22	38656661	38656661	CBY1	True	False	0.16550865122053288
16633	25949	chr17	81239311	81239311	NDUFAF8	True	False	0.301007768550918
16634	25952	chr16	87383953	87383953	MAP1LC3B	True	False	0.24150205142162864
16638	25956	chr17	81295307	81295307	SLC38A10	True	False	0.29237936674863113
16690	26050	chr1	111346600	111346600	PIFO	False	True	0.18746941248921675
16705	26073	chr17	17237168	17237168	FLCN	True	False	0.29063765649687834
16715	26097	chr3	161105314	161105314	B3GALNT1	False	True	0.24272178766114086
16727	26110	chr14	89417233	89417233	FOXN3	False	True	0.12616526579974172
16744	26135	chr19	45886141	45886141	IRF2BP1	True	False	0.2037032487772967
16745	26136	chr19	45902613	45902613	MYPOP	False	True	0.42378922763407373
16758	26156	chrX	49264710	49264710	FOXP3	False	True	0.22478908865423858
16764	26169	chr8	143823282	143823282	PUF60	True	False	0.22262049216726124
16800	26219	chr6	10722915	10722915	TMEM14C	True	False	0.324793185954907
16805	26224	chr22	21567730	21567730	UBE2L3	True	False	0.3187841078798324
16806	26226	chr18	54224669	54224669	MBD2	True	False	0.18875539800746946
16808	26228	chr6	10747759	10747759	TMEM14B	True	False	0.09863382469115733
16823	26246	chr5	139342442	139342442	PAIP2	True	False	0.33780198651661125
16827	26250	chr17	17485022	17485022	MED9	True	False	0.4480090272603719
16833	26265	chr17	42998419	42998419	RPL27	True	False	0.14298574868253727
16838	26275	chr14	92118726	92118726	NDUFB1	True	False	0.18416506422778745
16840	26277	chr7	101217581	101217581	PLOD3	True	False	0.4498360633856165
16850	26292	chr9	114591869	114591869	ATP6V1G1	True	False	0.19422614020491275
16852	26296	chr9	120842922	120842922	PSMD5	True	False	0.18405833601904026
16859	26303	chr11	112086873	112086873	SDHD	True	False	0.12525735619769252
16868	26318	chr5	139395104	139395104	PROB1	False	True	0.24615336952209302
16933	26416	chr9	33817160	33817160	UBE2R2	True	False	0.21664907245108317
16940	26425	chr9	34126698	34126698	DCAF12	True	False	0.2210190876234414
16956	26450	chr16	74985123	74985123	WDR59	True	False	0.3267962714122977
16966	26473	chr22	23580290	23580290	IGLL1	False	True	0.3702404246916404
16989	26514	chr14	50231578	50231578	SOS2	True	False	0.17306566736542603
17007	26532	chr6	159725585	159725585	WTAP	True	False	0.23911913602978366
17016	26549	chr9	128127176	128127176	PTGES2	True	False	0.2827812876450128
17021	26554	chr8	143990058	143990058	GRINA	True	False	0.2443238744329982
17048	26600	chr6	159789602	159789602	TCP1	True	False	0.21026544707720413
17091	26666	chr8	144079423	144079423	EXOSC4	True	False	0.2594581264626497
17094	26669	chr22	20858811	20858811	PI4KA	False	True	0.4926111363773326
17100	26677	chr8	144082634	144082634	GPAA1	True	False	0.22475053776884382
17119	26707	chr18	59359265	59359265	LMAN1	True	False	0.3460339740609469
17155	26765	chr8	144095039	144095039	CYC1	True	False	0.2350553064956775
17164	26785	chr8	144104237	144104237	SHARPIN	True	False	0.14047692068275908
17165	26786	chr3	150763169	150763169	SIAH2	True	False	0.11605895485990786
17184	26818	chr7	80919051	80919051	SEMA3C	False	True	0.547620373258936
17186	26820	chr8	144104512	144104512	MAF1	True	False	0.14169686503635018
17191	26829	chr6	159790517	159790517	MRPL18	True	False	0.21916433362811108
17215	26864	chr6	42879616	42879616	RPL7L1	True	False	0.23203907379225083
17249	26913	chr16	88785220	88785220	PIEZO1	False	True	0.20735201254793398
17265	26943	chr22	22559361	22559361	PRAME	False	True	0.8
17267	26945	chr11	1947341	1947341	MRPL23	True	False	0.5844775870088642
17279	26963	chr4	168497052	168497052	PALLD	False	True	0.6016788546034237
17395	27120	chr17	1628834	1628834	SLC43A2	False	True	0.3402841925959008
17407	27142	chr22	38705944	38705944	GTPBP1	True	False	0.19133777367430907
17412	27158	chr16	75433503	75433503	CFDP1	True	False	0.2652307544310777
17419	27171	chr4	147617397	147617397	TMEM184C	True	False	0.3885927470944029
17441	27204	chr14	39175254	39175254	PNN	True	False	0.1316050397326909
17455	27223	chr5	88883184	88883184	MEF2C	False	True	0.2757946226515195
17471	27252	chr6	43013684	43013684	MEA1	True	False	0.15509018290275603
17476	27260	chr6	43021623	43021623	RRP36	True	False	0.14565495419052085
17519	27339	chr20	62407285	62407285	CABLES2	False	True	0.42992849118250237
17527	27352	chr20	36573387	36573387	DLGAP4-AS1	False	True	0.11033941415130205
17545	27388	chr14	74713144	74713144	FCF1	True	False	0.24010188793329348
17561	27408	chr3	172039578	172039578	FNDC3B	False	True	0.44238607740777275
17565	27413	chr22	38224103	38224103	TMEM184B	True	False	0.4795846463172713
17585	27438	chr16	84577096	84577096	COTL1	False	True	0.6761170198138541
17598	27454	chr16	81006885	81006885	CMC2	False	True	0.15144740384183294
17609	27469	chr22	38302990	38302990	CSNK1E	False	True	0.43621138202639126
17621	27485	chr14	55051647	55051647	MAPK1IP1L	True	False	0.13497053941745332
17634	27503	chr16	57462679	57462679	POLR2C	True	False	0.3532173750279343
17637	27506	chrX	77895435	77895435	MAGT1	True	False	0.15867508116894277
17644	27514	chr1	114581615	114581615	BCAS2	True	False	0.2929691477935172
17646	27517	chr2	216107464	216107464	XRCC5	True	False	0.25556704756286297
17687	27581	chr16	85710850	85710850	C16orf74	False	True	0.7668360310940961
17717	27622	chr8	100716312	100716312	PABPC1	True	False	0.22030354587778161
17720	27627	chr2	157444089	157444089	CYTIP	False	True	0.22944253421003039
17752	27677	chr18	50281769	50281769	MBD1	True	False	0.13369988767341456
17842	27790	chrX	24054956	24054956	EIF2S3	True	False	0.32208982604395703
17892	27856	chr17	7404039	7404039	TMEM256	True	False	0.46982099524818677
17927	27901	chr9	35103131	35103131	STOML2	True	False	0.1156357017188758
17937	27915	chr11	120325299	120325299	TLCD5	False	True	0.6529132578481719
17949	27933	chr3	128153481	128153481	EEFSEC	True	False	0.3063241559674815
17976	27979	chr6	43229453	43229453	DNPH1	True	False	0.30058710523706766
17982	27986	chr8	108443624	108443624	EMC2	True	False	0.07381464815937636
17989	27997	chr4	176319966	176319966	SPCS3	True	False	0.2523682359596326
18016	28034	chr6	73291962	73291962	EIF3EP1	False	True	0.25453412458263563
18024	28047	chr17	7931946	7931946	TRAPPC1	True	False	0.377245140265242
18036	28065	chr9	19049427	19049427	RRAGA	True	False	0.19590472421267416
18038	28068	chr19	46850316	46850316	AP2S1	True	False	0.2129389546133228
18042	28072	chr8	108248710	108248710	EIF3E	True	False	0.1405925337862327
18056	28095	chr5	10761234	10761234	DAP	True	False	0.3374110827520419
18060	28099	chr3	150603174	150603174	SERP1	True	False	0.24619155077370178
18063	28103	chr2	197310646	197310646	ANKRD44	False	True	0.16878848479872524
18071	28116	chr5	1801415	1801415	NDUFS6	True	False	0.1845081368060366
18080	28126	chr19	9835331	9835331	PIN1	True	False	0.3501627265348182
18090	28139	chr11	77474094	77474094	PAK1	False	True	0.2396624263786366
18093	28143	chr6	42217861	42217861	MRPS10	True	False	0.6368119463823083
18100	28152	chr9	34616743	34616743	DCTN3	True	False	0.36243286111922735
18126	28196	chr17	8039101	8039101	ALOX15B	False	True	0.4118916714745063
18132	28202	chr2	161381360	161381360	PSMD14	True	False	0.4258020019607669
18143	28218	chr15	64095982	64095982	SNX1	True	False	0.18574500827242352
18146	28226	chr5	157575775	157575775	ADAM19	False	True	0.36514989699673583
18149	28231	chr12	122752824	122752824	DENR	True	False	0.24916087450730046
18166	28260	chr11	32101995	32101995	RCN1	True	False	0.2752998952728385
18170	28267	chr6	110958928	110958928	GTF3C6	True	False	0.3521728278879931
18191	28297	chr17	8152404	8152404	PER1	False	True	0.16766522693001218
18193	28299	chr16	3458105	3458105	NAA60	False	True	0.2788891453679728
18210	28320	chr5	148383958	148383958	FBXO38	False	True	0.13306204655965923
18239	28351	chr6	31158589	31158589	TCF19	False	True	0.3883911103650912
18263	28397	chr8	56074508	56074508	RPS20	True	False	0.27120005417453774
18266	28401	chr5	6621489	6621489	NSUN2	False	True	0.3114642917450821
18268	28404	chr20	25390387	25390387	ABHD12	True	False	0.33559878075717364
18277	28413	chr8	11869448	11869448	CTSB	True	False	0.30908067544922657
18278	28414	chr7	44582231	44582231	TMED4	True	False	0.15813578011225615
18297	28435	chr15	64381441	64381441	PCLAF	False	True	0.2516017632382526
18311	28455	chr8	38901346	38901346	PLEKHA2	False	True	0.1123572853181516
18312	28457	chr1	153922972	153922972	GATAD2B	True	False	0.14927370074484028
18320	28465	chr5	6713432	6713432	TENT4A	True	False	0.11227940669361393
18321	28466	chr15	64387836	64387836	TRIP4	True	False	0.32078413017295937
18324	28471	chr20	34311802	34311802	AHCY	True	False	0.42176892784048065
18363	28532	chr22	37675657	37675657	LGALS1	False	True	0.2538554859275233
18382	28563	chr5	131165341	131165341	HINT1	True	False	0.16553911846431446
18385	28566	chr20	34516444	34516444	DYNLRB1	True	False	0.419142323137557
18389	28572	chr20	34363273	34363273	ITCH	True	False	0.2994525676475475
18408	28596	chr22	38181830	38181830	PLA2G6	False	True	0.33849680966915674
18423	28615	chr17	8383193	8383193	RPL26	True	False	0.2600694107076728
18436	28629	chr7	108569874	108569874	DNAJB9	True	False	0.09195973308334358
18447	28643	chr10	30434184	30434184	MAP3K8	False	True	0.28629153157435683
18475	28688	chr6	166342547	166342547	SFT2D1	True	False	0.12448640643218695
18484	28708	chr11	63974620	63974620	COX8A	True	False	0.29555331567647497
18522	28760	chr2	207165948	207165948	KLF7	False	True	0.09269706292715109
18526	28769	chr17	9575820	9575820	STX8	True	False	0.8
18534	28783	chr11	64185272	64185272	STIP1	True	False	0.323960929181982
18578	28848	chr16	4351320	4351320	PAM16	True	False	0.5399279446709891
18589	28860	chr6	105403082	105403082	PREP	True	False	0.5997771907294479
18590	28861	chrX	130401987	130401987	RBMX2	True	False	0.6182653200857269
18591	28863	chr9	133348218	133348218	RPL7A	True	False	0.2800959231681156
18602	28879	chr22	38506294	38506294	DDX17	True	False	0.3341887605603294
18630	28916	chr9	133356487	133356487	SURF1	True	False	0.3175224286908316
18650	28953	chr9	133356550	133356550	SURF2	True	False	0.31970538352812594
18659	28966	chr15	43221018	43221018	EPB42	False	True	0.7999999999999999
18663	28970	chr9	133376166	133376166	SURF4	True	False	0.2873230537001089
18682	28999	chr18	12703018	12703018	PSMG2	True	False	0.10328643776721622
18696	29030	chr7	143902176	143902176	TCAF1	True	False	0.3265996555505404
18710	29053	chr9	133418010	133418010	REXO4	True	False	0.22222893573028277
18711	29054	chr7	127652194	127652194	SND1	True	False	0.39130345235885666
18714	29058	chr20	18567447	18567447	SMIM26	True	False	0.7026020116580862
18724	29071	chr20	408299	408299	RBCK1	True	False	0.4495967903054327
18762	29132	chr7	127588386	127588386	ARF5	True	False	0.1549112560439944
18795	29181	chr20	37179161	37179161	RPN2	True	False	0.2362206001801802
18811	29200	chr16	4440257	4440257	DNAJA3	True	False	0.8
18815	29205	chr11	72103236	72103236	LAMTOR1	True	False	0.11034031667343458
18835	29237	chr10	102653965	102653965	TRIM8	True	False	0.17195063821137302
18838	29245	chr19	12934037	12934037	FARSA	True	False	0.17991792054756592
18842	29250	chr12	22046218	22046218	CMAS	True	False	0.4522438973775496
18845	29257	chr9	36190931	36190931	CLTA	True	False	0.284771051873246
18860	29284	chr11	2992377	2992377	NAP1L4	True	False	0.31932676650213077
18862	29286	chr5	140401908	140401908	ANKHD1-EIF4EBP3	False	True	0.17254951330649618
18875	29304	chr19	12945859	12945859	RAD23A	True	False	0.15151694130701804
18881	29313	chr14	23095614	23095614	ACIN1	False	True	0.3118639052693358
18890	29324	chr5	140547662	140547662	EIF4EBP3	True	False	0.17415991193919575
18894	29330	chr5	140647771	140647771	NDUFA2	True	False	0.21220841327337314
18895	29331	chrX	103585533	103585533	TCEAL4	True	False	0.5331755143074568
18898	29334	chr19	12957223	12957223	GADD45GIP1	True	False	0.33443175690486054
18911	29361	chr9	125189939	125189939	PPP6C	True	False	0.23850695413059878
18915	29371	chr1	88891567	88891567	GTF2B	True	False	0.26891010880211447
